Category, Price of item in category, Quantity of item sold
Office Supplies,119.556,3
Technology,258.696,3
Furniture,148.257,3
Technology,89.97,3
Technology,290.83716,3
Technology,260.592,1
Office Supplies,344.37,13
Furniture,267.984,2
Office Supplies,148.8,5
Furniture,470.7624,4
Technology,558,4
Office Supplies,67.14,10
Technology,158.994,2
Office Supplies,88.06,7
Office Supplies,161.91,3
Technology,243.27,6
Technology,264.87,3
Office Supplies,115.05,5
Technology,123.8526,2
Furniture,180.4572,1
Technology,161.16,4
Office Supplies,489.92,8
Furniture,216.3294,2
Technology,323.976,3
Office Supplies,236.4,8
Technology,319.68,8
Technology,222.66,6
Furniture,440.16,4
Technology,191.52,7
Furniture,236.97,5
Technology,147.3,1
Office Supplies,131.136,4
Office Supplies,210.69,1
Technology,304.3,5
Office Supplies,79.8,7
Furniture,294.18,2
Furniture,352.45,5
Office Supplies,182.76,4
Technology,187.8,10
Technology,381.91464,3
Technology,410.8,5
Furniture,267.84,3
Technology,299.295,5
Office Supplies,138.645,5
Office Supplies,375.66,6
Furniture,329.76,3
Technology,321.3,2
Office Supplies,460.26,6
Technology,245.76,8
Furniture,219.3,5
Furniture,235.515,1
Technology,299.97,3
Technology,205.992,1
Technology,343.8,2
Furniture,132.72,2
Technology,329.67,5
Technology,169.308,2
Furniture,599.28,4
Office Supplies,308.16,6
Furniture,122.22,7
Technology,173.25,3
Technology,512.163,3
Office Supplies,138.75,5
Office Supplies,130.977,3
Office Supplies,175.824,9
Office Supplies,193.86,2
Technology,280.782,3
Office Supplies,167.28,2
Office Supplies,400.704,2
Technology,202.72,7
Office Supplies,151.02,3
Office Supplies,68.2011,3
Office Supplies,212.706,6
Office Supplies,277.08,2
Furniture,115.032,2
Office Supplies,205.392,4
Office Supplies,172.6,5
Furniture,376.74,3
Furniture,445.802,7
Technology,95.84,4
Office Supplies,176.61,7
Office Supplies,147.96,3
Office Supplies,292.734,6
Office Supplies,152.64,3
Furniture,412.2,3
Furniture,141.96,2
Office Supplies,160.02,6
Office Supplies,98.736,3
Office Supplies,331.695,7
Office Supplies,203.6322,3
Furniture,273.9729,1
Furniture,163.96,2
Furniture,213.228,3
Technology,735.777,6
Technology,239.22,9
Office Supplies,173.88,4
Furniture,211.1805,1
Furniture,415.2,1
Office Supplies,70.35,7
Technology,207.18,2
Technology,392.22,6
Furniture,292.977,3
Technology,282.18,2
Technology,221.832,2
Office Supplies,61.74,3
Technology,169.02,6
Furniture,165.42,4
Furniture,287.94,3
Furniture,318.3,1
Office Supplies,154.24,5
Office Supplies,293.4,9
Technology,263.736,6
Technology,231.98,2
Furniture,455.97,6
Technology,209.94,6
Furniture,448.38,3
Office Supplies,220.185,5
Technology,100.8,2
Furniture,352.536,2
Office Supplies,181.818,7
Office Supplies,260.4,7
Office Supplies,76.776,4
Furniture,88.608,1
Technology,288.84,2
Furniture,170.73,1
Furniture,257.94,3
Technology,224.262,2
Office Supplies,168.72,8
Technology,229.62,2
Furniture,364.257,3
Furniture,197.4942,6
Furniture,660.288,2
Technology,278.397,3
Technology,258.852,8
Office Supplies,84.84,7
Office Supplies,300.72,14
Technology,244.49004,3
Office Supplies,146.16,6
Office Supplies,83.4,4
Technology,163.38,2
Office Supplies,246.105,5
Furniture,934.956,6
Furniture,90.76,2
Office Supplies,312.498,6
Technology,128.466,1
Furniture,489.23,2
Technology,192.3978,1
Furniture,306.342,2
Technology,219.321,1
Office Supplies,286.902,12
Furniture,132.48,1
Office Supplies,100.92,4
Office Supplies,97.32,2
Furniture,263.655,5
Technology,143.22,1
Office Supplies,285.84,6
Office Supplies,82.44,6
Technology,206.384,2
Office Supplies,181.26,9
Technology,96.88,2
Furniture,723.72,4
Office Supplies,120.42,9
Office Supplies,209.34,6
Office Supplies,149.9712,4
Furniture,194.58,1
Office Supplies,267.48,12
Office Supplies,191.7,6
Office Supplies,182.3,5
Technology,90.096,2
Furniture,188.4,3
Furniture,356.85,5
Office Supplies,583.02,6
Technology,136.89,3
Technology,239.598,2
Furniture,272.673,3
Technology,346.5882,9
Office Supplies,51.3774,3
Technology,117.03,1
Office Supplies,118.8,4
Furniture,540.288,6
Technology,163.5,1
Office Supplies,92.52,6
Furniture,330.27,1
Office Supplies,170.46,9
Office Supplies,105.45,5
Office Supplies,502.578,2
Office Supplies,124.3755,9
Technology,159.68,2
Furniture,274.74,1
Office Supplies,270.96,2
Office Supplies,76.707,3
Office Supplies,159.192,8
Office Supplies,254.88,3
Furniture,114.87,1
Office Supplies,244.23,7
Technology,127.89,2
Furniture,287.94,2
Office Supplies,273.896,7
Office Supplies,227.88,6
Office Supplies,73.536,4
Office Supplies,96,2
Technology,185.92,2
Technology,248.58,2
Furniture,371.952,1
Furniture,176.43,1
Furniture,398.52,2
Furniture,182.94,3
Furniture,364.92,1
Furniture,130.52,5
Technology,540.82,7
Office Supplies,333.072,6
Technology,143.982,3
Technology,279.944,7
Technology,210.564,6
Technology,287.28,2
Technology,107.982,3
Furniture,231.92,5
Office Supplies,58.32,2
Office Supplies,252.828,4
Technology,202.56,4
Office Supplies,108.48,2
Furniture,152.064,2
Office Supplies,158.76,2
Technology,162.54,2
Furniture,168.03,1
Office Supplies,88.56,3
Furniture,240.336,4
Technology,128.736,4
Furniture,368.352,2
Office Supplies,127.725,5
Technology,419.31,3
Furniture,214.65,12
Technology,358.16,2
Office Supplies,271.08,9
Office Supplies,140.535,5
Office Supplies,99.84,2
Office Supplies,306.78,1
Technology,381.96,2
Furniture,360.24,8
Office Supplies,139.5,6
Technology,239.04,1
Office Supplies,255.84,3
Technology,449.91,3
Technology,474.444,2
Furniture,116.937,1
Technology,212.208,4
Furniture,189.36,4
Office Supplies,341.523,7
Technology,282.0672,4
Technology,201.584,2
Furniture,90.3,2
Furniture,145.89,1
Furniture,930,3
Technology,284.25,5
Furniture,207.6,5
Office Supplies,131.76,4
Office Supplies,192.16,4
Furniture,194.784,2
Technology,273.3,4
Technology,247.32,1
Technology,418.6188,3
Furniture,290.352,3
Technology,292.8,4
Furniture,103.122,2
Technology,350.58,2
Technology,278.9,5
Office Supplies,189.621,1
Technology,201.584,2
Technology,683.6,4
Office Supplies,95.424,12
Office Supplies,323.46,6
Technology,194.472,4
Office Supplies,150.48,8
Office Supplies,105.48,4
Office Supplies,105.6,4
Furniture,198.396,1
Technology,755.0946,5
Office Supplies,191.205,3
Furniture,310.88,2
Technology,86.04,3
Office Supplies,345.24,7
Office Supplies,128.52,4
Furniture,140.91,1
Office Supplies,83.6,5
Furniture,84.34,1
Technology,289.068,2
Furniture,187.936,2
Office Supplies,138.567,11
Office Supplies,278.64,6
Technology,479.97,3
Technology,288.36,2
Technology,344.64,3
Furniture,87.6,2
Office Supplies,811.944,7
Furniture,466.956,7
Office Supplies,183.75,7
Technology,381.591,3
Office Supplies,210.112,2
Office Supplies,146.61,3
Office Supplies,68.175,5
Furniture,240.912,6
Furniture,411.4,5
Office Supplies,243,4
Technology,148.59,1
Technology,178.776,6
Technology,359.85,1
Office Supplies,85.23,3
Office Supplies,96.66,2
Technology,142.47,1
Office Supplies,199.26,9
Technology,215.73,2
Office Supplies,91.665,7
Office Supplies,242.9,5
Office Supplies,266.4,2
Technology,223.104,3
Office Supplies,293.76,9
Furniture,394.2,2
Office Supplies,148.68,6
Office Supplies,99.96,7
Furniture,59.28,4
Technology,954.225,2
Office Supplies,391.2,12
Technology,192.6,5
Office Supplies,187.68,8
Office Supplies,79.59,7
Office Supplies,164.64,7
Furniture,272.848,1
Furniture,195.72,4
Technology,58.8,2
Office Supplies,272.76,2
Technology,1341.63,5
Technology,263.67,1
Office Supplies,118.95,5
Furniture,185.58,6
Technology,224.82,2
Technology,277.92,6
Technology,318.03,1
Technology,148.32,1
Office Supplies,56.3736,4
Furniture,113.372,2
Technology,382.21404,3
Technology,379.8,5
Office Supplies,509.52,11
Furniture,206.4,4
Furniture,87.03,3
Furniture,259.605,6
Technology,302.384,2
Office Supplies,86.562,6
Office Supplies,64,2
Technology,98.1,3
Office Supplies,260.415,5
Technology,340.83,7
Furniture,392.94,3
Furniture,166.71,1
Office Supplies,242.1,5
Furniture,110.88,2
Technology,284.82,1
Office Supplies,154.9,5
Technology,76.14,1
Furniture,288.192,3
Office Supplies,106.96,2
Technology,202.38,2
Technology,202.56,4
Technology,211.38104,2
Furniture,216.3,3
Technology,208.44,4
Technology,248.08284,3
Furniture,133.76,4
Furniture,321.9426,3
Office Supplies,128.76,4
Technology,110.5062,2
Technology,170.04,1
Furniture,292.64,4
Furniture,108.15,1
Office Supplies,92.88,4
Furniture,166.68,1
Technology,1954.17,3
Furniture,659.178,6
Office Supplies,211.5,5
Technology,260.34,1
Office Supplies,145.05,5
Office Supplies,248.64,4
Furniture,213.84,2
Office Supplies,526.26,1
Office Supplies,394.98,2
Office Supplies,108.24,11
Furniture,185.0175,3
Furniture,272.94,3
Technology,348.82096,2
Furniture,242.944,2
Office Supplies,160.356,4
Technology,311.796,3
Technology,378.81,2
Office Supplies,450.04,2
Furniture,175.8,4
Office Supplies,203.76,9
Office Supplies,71.19,3
Office Supplies,181.44,12
Technology,129.8871,3
Office Supplies,289.35,5
Technology,470.376,3
Office Supplies,243.88,5
Technology,177.48,3
Office Supplies,117.12,4
Office Supplies,207.12,4
Office Supplies,71.46,3
Furniture,276.885,7
Furniture,143.1,6
Office Supplies,66.32,2
Technology,291.924,4
Technology,186.66,3
Office Supplies,190.89,7
Technology,599.16,2
Technology,111.051,1
Office Supplies,177.55,5
Technology,555.96,5
Office Supplies,213.12,8
Technology,162.18,2
Technology,159.68,2
Office Supplies,180.7,5
Office Supplies,129.12,4
Office Supplies,137.295,9
Office Supplies,174.204,4
Technology,369.99,3
Technology,400.32,4
Technology,178.384,2
Furniture,240.784,1
Technology,219.184,2
Furniture,172.62,1
Technology,246.42,1
Furniture,210.288,3
Technology,117.666,2
Office Supplies,209.52,6
Furniture,113.372,2
Office Supplies,178.88,2
Office Supplies,222.615,5
Furniture,769.65,7
Technology,409.95,3
Furniture,294.57,6
Office Supplies,118.95,5
Technology,415.152,6
Furniture,122.94,3
Furniture,285.48,5
Office Supplies,131.811,5
Office Supplies,109.92,2
Furniture,247.44,8
Furniture,317.37,1
Furniture,84,5
Office Supplies,169.9,5
Office Supplies,151.65,3
Furniture,47.52,2
Technology,273.18,2
Technology,418.05,3
Furniture,110.28,2
Office Supplies,199.74,6
Technology,338.4,4
Office Supplies,135.45,5
Furniture,166.68,1
Furniture,220.2656,4
Furniture,384.768,2
Furniture,88.92,5
Office Supplies,197.94,1
Technology,64.776,2
Office Supplies,102.72,2
Office Supplies,75.18,6
Technology,122.37,1
Technology,73.206,1
Office Supplies,164.7,3
Technology,212.2875,3
Furniture,199.665,2
Furniture,58.17,1
Furniture,204.6664,1
Technology,98.304,6
Technology,191.85552,2
Furniture,368.91,3
Office Supplies,212.1,7
Office Supplies,254.9,5
Furniture,136.53,1
Technology,222.66,6
Technology,130.704,4
Technology,151.992,3
Furniture,168.68,2
Technology,278.7,2
Technology,717.4764,4
Furniture,529.29,3
Furniture,169.568,2
Technology,140.97,3
Office Supplies,175.32,6
Technology,336.36,2
Office Supplies,290.3502,7
Office Supplies,115.287,5
Technology,340.08,2
Furniture,330.588,1
Office Supplies,325.26,6
Office Supplies,77.58,9
Technology,159.984,2
Technology,153.024,8
Office Supplies,76.248,2
Furniture,520.776,6
Office Supplies,211.96,4
Office Supplies,78.6,5
Office Supplies,269.91,5
Office Supplies,152.91,3
Office Supplies,102.9,2
Technology,113.68,2
Office Supplies,111.12,4
Technology,341.475,5
Technology,250.992,2
Furniture,219.9,2
Technology,166.68,2
Technology,149.1,3
Technology,553.5,5
Office Supplies,161.532,4
Office Supplies,51.156,1
Office Supplies,239.96,7
Office Supplies,144.18,9
Office Supplies,143.728,2
Office Supplies,104.28,3
Technology,278.88,2
Furniture,208.572,7
Furniture,180.252,2
Office Supplies,101.1936,4
Furniture,164.088,1
Technology,343.728,8
Technology,224.3504,2
Technology,137.2,7
Technology,130.32,3
Office Supplies,875.16,8
Technology,344.16,8
Furniture,444.51,3
Technology,363.825,7
Technology,138.696,2
Furniture,231.72,6
Office Supplies,308.46,1
Furniture,235.3812,2
Technology,158.376,3
Office Supplies,189.63,7
Technology,512.91,3
Furniture,265.74,2
Office Supplies,215.04,7
Furniture,192,5
Office Supplies,293.58,6
Office Supplies,207.12,4
Office Supplies,357.6,8
Office Supplies,74.56,8
Furniture,326.88,4
Office Supplies,140.94,6
Office Supplies,137.736,4
Office Supplies,118.44,4
Technology,262.74,1
Technology,187.36,4
Office Supplies,98.08,8
Office Supplies,248.9004,6
Furniture,179.46,3
Furniture,215.976,3
Technology,149.28,2
Technology,114.81,1
Technology,67.78928,1
Technology,238.455,7
Technology,520.38,7
Furniture,241.568,2
Office Supplies,113.94,6
Office Supplies,275.58,3
Furniture,439.92,6
Technology,496.332,4
Furniture,215.65,5
Office Supplies,171.04,4
Office Supplies,290.88,6
Furniture,292.68,6
Office Supplies,112.698,2
Furniture,326.64,8
Office Supplies,86.58,2
Office Supplies,99,2
Office Supplies,150.528,4
Technology,159.66,2
Office Supplies,138.06,6
Technology,243.7,5
Office Supplies,168.63,7
Office Supplies,102.9,7
Furniture,203.904,2
Furniture,337.176,2
Technology,303.84,3
Furniture,291.024,2
Technology,304.44,4
Technology,247.188,2
Office Supplies,215.1,6
Furniture,117.408,2
Office Supplies,248.52,4
Office Supplies,113.52,4
Office Supplies,169.38,6
Furniture,211.96,2
Technology,258.528,2
Furniture,127.95,3
Technology,259.75944,3
Office Supplies,124.875,5
Office Supplies,45.69,1
Technology,121.428,3
Furniture,79.712,1
Furniture,417.42,6
Office Supplies,123.42,2
Office Supplies,459.3,5
Technology,428.22,3
Office Supplies,265.17,1
Technology,199.96,4
Office Supplies,200.4,8
Technology,207.69736,2
Office Supplies,161.4,5
Office Supplies,142.74,3
Office Supplies,48.816,8
Furniture,482.94,6
Furniture,174.6,4
Technology,139.86,7
Technology,197.97,3
Technology,245.82,2
Furniture,159.732,3
Furniture,275.072,1
Office Supplies,532.8,4
Office Supplies,207.33,1
Office Supplies,193.83,7
Office Supplies,89.28,6
Furniture,251.16,2
Technology,115.44,1
Office Supplies,132.3,9
Furniture,199.056,4
Furniture,373.896,3
Office Supplies,345.735,13
Furniture,317.574,2
Office Supplies,99.144,6
Technology,135.95,1
Technology,117.96,4
Technology,327.816,6
Furniture,170.424,6
Technology,238.512,2
Technology,279.68,5
Furniture,264.816,4
Office Supplies,206.16,4
Technology,271.96,4
Technology,135.99,1
Furniture,172.5,5
Office Supplies,289.98,9
Furniture,159.296,2
Office Supplies,198.96,4
Furniture,93.2502,2
Furniture,258.072,3
Office Supplies,376.74,4
Office Supplies,185.28,4
Furniture,271.136,2
Technology,122.496,2
Technology,192.78,1
Furniture,57.93,1
Furniture,446.4,5
Furniture,1779.9,5
Technology,154.68,1
Office Supplies,278.16,4
Technology,268.1748,2
Office Supplies,67.136,4
Office Supplies,165.7,5
Technology,423.31168,2
Furniture,102.78,2
Furniture,175.92,2
Office Supplies,114,4
Technology,301.89,1
Technology,460.356,2
Technology,635.96,4
Furniture,192.22,14
Technology,276.96,2
Office Supplies,135.576,7
Technology,300.32,4
Furniture,146.736,3
Technology,191.6,4
Office Supplies,103.518,2
Office Supplies,115.9344,4
Furniture,311.76,6
Technology,271.968,4
Technology,313.44,1
Technology,256.16664,3
Office Supplies,171.288,4
Office Supplies,99.66,2
Office Supplies,322.974,1
Furniture,366.84,1
Office Supplies,48.68,2
Office Supplies,123.75,5
Furniture,192.6324,3
Office Supplies,123.42,5
Office Supplies,189.588,2
Technology,100,4
Technology,124.53,1
Furniture,57.06,3
Office Supplies,110.25,5
Office Supplies,315.54,6
Office Supplies,82.044,8
Technology,226.53,2
Technology,310.554,3
Office Supplies,97.68,2
Furniture,192.84,4
Office Supplies,130.62,7
Furniture,389.04,4
Technology,226.8735,1
Technology,645.966,3
Office Supplies,188.37,7
Office Supplies,174.95,5
Technology,301.77,1
Office Supplies,230.256,2
Office Supplies,545.94,6
Office Supplies,238.62,2
Office Supplies,163.2,5
Technology,284.8274,5
Technology,92.64,5
Technology,249.93,3
Technology,143.172,2
Furniture,261.54,1
Technology,388.92,7
Office Supplies,124.32,2
Office Supplies,112.12,5
Technology,312.51,1
Technology,177.52,4
Furniture,350.244,2
Furniture,175.8,4
Technology,157.872,2
Technology,358.2,3
Technology,130.56,3
Furniture,221.568,3
Technology,450.603,3
Furniture,102.9,2
Office Supplies,642,5
Furniture,89.768,1
Technology,256.56,1
Technology,168.24,1
Technology,546.56,8
Technology,246.78,3
Furniture,245.94,2
Office Supplies,258.9,10
Furniture,72.48,1
Technology,349.32,2
Office Supplies,420.42,14
Office Supplies,185.28,4
Office Supplies,214.8,4
Technology,187.74376,2
Office Supplies,123.06,7
Furniture,225.08,2
Office Supplies,107.4,2
Office Supplies,82.38,2
Office Supplies,316.8,12
Office Supplies,374.2,2
Office Supplies,249.21,3
Office Supplies,481.32,4
Office Supplies,161.6,5
Technology,13999.96,4
Furniture,310.716,2
Office Supplies,121.8855,5
Office Supplies,214.515,7
Office Supplies,443.92,4
Technology,263.73,1
Technology,316.59,1
Office Supplies,90.6,5
Office Supplies,173.25,5
Office Supplies,177.876,4
Furniture,638.82,9
Technology,333.66,3
Technology,284.76,2
Office Supplies,225.6,5
Office Supplies,152.28,6
Office Supplies,169.8,5
Furniture,95.04,4
Office Supplies,84.132,2
Furniture,218.3868,2
Technology,127.984,2
Office Supplies,118.16,2
Office Supplies,137.6,4
Office Supplies,70.755,5
Furniture,170.28,4
Office Supplies,594.86,7
Office Supplies,340.992,6
Technology,642.72,2
Technology,175.68,6
Office Supplies,323.4,7
Technology,248.022,2
Technology,855.45,5
Office Supplies,177.2,5
Furniture,294.6,2
Office Supplies,102.96,4
Furniture,130.98,2
Technology,73.944,2
Technology,286.44,3
Office Supplies,97.44,4
Technology,478.764,4
Furniture,537.6,2
Office Supplies,318.24,4
Office Supplies,305.928,6
Office Supplies,68.48,2
Technology,111.12,3
Furniture,245.88,6
Office Supplies,149.58,6
Furniture,321.492,4
Furniture,369.1992,3
Office Supplies,257.76,2
Office Supplies,66.99,1
Office Supplies,101.88,6
Furniture,85.185,5
Office Supplies,241.434,2
Furniture,249.264,2
Office Supplies,60.552,2
Technology,287.97,3
Office Supplies,191.7,6
Office Supplies,101.04,2
Office Supplies,236.34,6
Technology,283.2,5
Furniture,91.92,3
Furniture,122.325,5
Office Supplies,147.92,5
Office Supplies,98.46,2
Technology,396.72496,2
Office Supplies,101.04,3
Furniture,154.392,4
Furniture,278.28,4
Office Supplies,147.582,3
Office Supplies,94.9935,5
Furniture,179.886,1
Technology,82.98,1
Office Supplies,118.62,6
Furniture,181.12,2
Office Supplies,92.76,3
Technology,158,4
Technology,522.72,3
Office Supplies,43.92,1
Office Supplies,67.89,4
Technology,245.13,1
Technology,253.32,2
Office Supplies,260.415,5
Technology,163.62,1
Office Supplies,274.44,4
Office Supplies,205.44,4
Furniture,154.3752,2
Office Supplies,270.96,4
Furniture,200.44,2
Furniture,382.4,4
Technology,84.96,3
Technology,274.4658,9
Technology,351.9,2
Office Supplies,103.32,7
Office Supplies,96.81,7
Office Supplies,122.67,3
Office Supplies,143.58,2
Office Supplies,182.3,5
Technology,283.49984,2
Office Supplies,126.27,3
Office Supplies,166.617,3
Office Supplies,137.25,3
Furniture,263.412,6
Technology,333.84,4
Technology,149.04,2
Office Supplies,69.03,3
Furniture,373.68,8
Office Supplies,386.64,12
Furniture,214.3791,3
Office Supplies,327.84,8
Office Supplies,206.604,4
Furniture,151.929,1
Office Supplies,246.15,5
Technology,176.76,2
Office Supplies,242.48,7
Technology,76.11,1
Technology,355.56,1
Office Supplies,132.352,11
Furniture,221.2,7
Furniture,288.684,3
Technology,759.66,2
Furniture,228.204,4
Technology,122.37,1
Technology,314.91876,3
Technology,292.734,3
Office Supplies,462.96,8
Furniture,249.72,2
Technology,223.47,3
Office Supplies,66.42,3
Office Supplies,396.78,2
Office Supplies,119.04,6
Furniture,244.14,2
Technology,186.36,2
Technology,86.96,2
Office Supplies,84.4608,2
Technology,279.95,5
Furniture,412.695,5
Technology,143.532,2
Office Supplies,100.08,4
Furniture,339.136,4
Technology,199.98,2
Office Supplies,141.6,1
Technology,90.64,2
Technology,269.12,8
Office Supplies,448.6344,4
Technology,225.576,3
Furniture,344.372,4
Furniture,137.16,1
Furniture,194.848,4
Technology,82.98,1
Technology,1272.3,3
Office Supplies,268.2,5
Office Supplies,153.6,8
Office Supplies,175.35,7
Office Supplies,278.07,13
Furniture,301.96,2
Furniture,113.568,2
Office Supplies,122.88,4
Technology,83.46,2
Office Supplies,205.8,4
Technology,144.99,6
Technology,333.66,5
Office Supplies,236.7,9
Furniture,254.34,3
Office Supplies,138.96,3
Office Supplies,133.893,9
Office Supplies,253.746,1
Technology,146.5425,3
Technology,131.98,2
Office Supplies,146.688,8
Office Supplies,373.98,1
Office Supplies,118.62,9
Technology,205.44,8
Technology,167.805,11
Office Supplies,96,2
Furniture,327.3,2
Office Supplies,170.94,5
Furniture,141.96,2
Technology,256.14,1
Office Supplies,212.52,14
Furniture,383.607,9
Furniture,291.792,3
Technology,405.92,8
Office Supplies,262.95,5
Office Supplies,767.34,6
Office Supplies,100.0611,3
Furniture,363.75,1
Office Supplies,193.2,4
Office Supplies,113,5
Furniture,131.301,1
Technology,292.11,7
Office Supplies,83.4,5
Office Supplies,242.16,8
Office Supplies,274.8,5
Furniture,225.612,2
Technology,230.526,3
Office Supplies,61.2,1
Office Supplies,157.68,6
Office Supplies,116.04,4
Office Supplies,289.71,9
Office Supplies,113.4,4
Office Supplies,146.367,3
Technology,510.12,3
Furniture,246.48,5
Furniture,121.96,2
Technology,115.136,8
Furniture,309.6,6
Office Supplies,147,5
Office Supplies,238.32,8
Technology,89.97,3
Technology,648.24,8
Technology,328.185,3
Furniture,127.656,3
Furniture,287.58,2
Office Supplies,93.06,9
Furniture,213.444,2
Office Supplies,143.88,4
Furniture,207.432,3
Technology,300.402,2
Technology,297.6,4
Furniture,200.795,1
Office Supplies,55.74,2
Office Supplies,132.972,7
Office Supplies,242.55,7
Furniture,211.84,8
Technology,139.44,4
Office Supplies,59.184,3
Furniture,100.5,3
Office Supplies,147.84,14
Technology,258.54,1
Office Supplies,281.34,2
Office Supplies,241.65,5
Office Supplies,241.893,9
Office Supplies,99.6,2
Technology,346.44,2
Office Supplies,272.7,9
Office Supplies,208.53,7
Office Supplies,300.72,8
Office Supplies,99,6
Office Supplies,49.5,6
Office Supplies,140.9922,6
Office Supplies,335.52,4
Office Supplies,92.64,2
Technology,218.79,3
Office Supplies,241.968,3
Furniture,235.24,2
Furniture,95.28,4
Technology,262.74,2
Technology,125.82,3
Office Supplies,218.76,4
Technology,239.96,4
Office Supplies,50.88,2
Office Supplies,305.235,7
Furniture,482.664,8
Office Supplies,511.68,4
Office Supplies,138.18,7
Furniture,142.623,1
Technology,103.59,1
Office Supplies,68.72,2
Office Supplies,78.75,5
Technology,595.6578,9
Office Supplies,277.4,5
Technology,126.15,1
Technology,344.034,2
Office Supplies,125.064,3
Furniture,429.48,3
Office Supplies,115.74,2
Technology,121.776,3
Furniture,518.88,4
Office Supplies,56.916,3
Office Supplies,150,5
Furniture,307.136,4
Office Supplies,75.72,4
Technology,612.48,6
Office Supplies,272.94,3
Office Supplies,62.13,1
Office Supplies,129.519,3
Technology,260.28,2
Office Supplies,169.047,3
Furniture,96.53,7
Furniture,327.996,6
Furniture,100.44,3
Office Supplies,282.8,2
Office Supplies,128.34,6
Office Supplies,94.35,5
Furniture,309.042,2
Office Supplies,167.28,2
Office Supplies,88.86,2
Office Supplies,50.34,1
Technology,224.37648,6
Technology,634.23,5
Office Supplies,250.272,9
Technology,140.736,8
Office Supplies,118.44,4
Technology,318.18,1
Furniture,141.44,4
Technology,284.19048,3
Office Supplies,359.64,3
Furniture,292.95,5
Office Supplies,121.8,5
Technology,428.706,4
Furniture,168.81,1
Technology,143.52,5
Office Supplies,295.456,14
Office Supplies,75.06,9
Office Supplies,298.8,6
Office Supplies,429.12,8
Technology,285.20844,3
Office Supplies,96.6,2
Office Supplies,111.12,4
Technology,253.8,3
Office Supplies,203.16,4
Office Supplies,86.058,7
Furniture,175.8,4
Furniture,135.48,2
Furniture,658.24,8
Office Supplies,256.74,2
Technology,224.937,3
Furniture,174.12,4
Office Supplies,211.62,1
Technology,153.24,4
Technology,391.0164,2
Furniture,249.12,6
Furniture,292.68,6
Furniture,311.58,3
Office Supplies,185.46,11
Technology,377.97,3
Technology,84.784,2
Furniture,347.88,2
Furniture,274.8,2
Office Supplies,79.8,7
Furniture,327.402,1
Furniture,333.42,2
Office Supplies,299.85,1
Office Supplies,365.52,12
Office Supplies,61.44,2
Furniture,282.948,8
Technology,227.8314,2
Furniture,239.96,10
Technology,479.952,6
Technology,391.86,6
Furniture,124.14,5
Office Supplies,82.08,6
Technology,235.332,4
Technology,344.034,2
Office Supplies,88.2,4
Office Supplies,219.84,4
Office Supplies,264.32,2
Furniture,90.558,2
Office Supplies,1105.76,8
Furniture,303.912,2
Office Supplies,80.1,3
Technology,193.104,4
Technology,89.97,3
Furniture,138.456,9
Office Supplies,255.45,5
Office Supplies,177.48,4
Furniture,236.7,5
Office Supplies,57.12,4
Office Supplies,199.08,7
Furniture,329.1,5
Technology,475.794,3
Furniture,339.92,5
Office Supplies,49.47,1
Technology,248.292,2
Furniture,333.9,2
Technology,444.88,4
Technology,353.76,4
Furniture,200.64,4
Furniture,401.646,5
Office Supplies,122.48,2
Office Supplies,79.45,7
Technology,1499.97,5
Technology,122.49,1
Furniture,319.984,7
Furniture,222.624,6
Office Supplies,134.64,3
Office Supplies,344.61,7
Technology,220.2156,3
Furniture,106.02,2
Technology,263.96,5
Office Supplies,89.73,3
Technology,245.13,1
Technology,198.024,2
Furniture,191.984,2
Technology,172.224,6
Technology,123.12,3
Furniture,227.8872,2
Technology,202.0635,5
Office Supplies,396.9,2
Technology,93.048,2
Technology,221.85,3
Technology,275.7,5
Office Supplies,102.675,5
Office Supplies,52.08,2
Office Supplies,76.05,3
Technology,500.22,3
Furniture,257.568,2
Technology,135.984,2
Furniture,172.62,1
Technology,145.68,3
Furniture,392.4,3
Furniture,182.385,3
Furniture,313.5204,3
Office Supplies,103.68,4
Furniture,192.88,2
Office Supplies,74.64,4
Office Supplies,153.657,3
Office Supplies,562.68,4
Furniture,421.7,5
Office Supplies,141.12,4
Technology,379.87872,4
Technology,339.36,2
Office Supplies,254.934,2
Office Supplies,412.02,6
Furniture,110.3103,3
Technology,95.994,2
Technology,287.88,3
Technology,245.13,1
Office Supplies,196.8,4
Office Supplies,139.65,5
Office Supplies,175.824,4
Office Supplies,293.7,10
Furniture,192.2382,6
Office Supplies,56.7,2
Furniture,233.058,3
Office Supplies,286.15,5
Technology,271.96,5
Furniture,170.34,1
Furniture,192.618,6
Technology,209.088,2
Furniture,291.456,1
Office Supplies,385.2,3
Furniture,244.2069,1
Technology,263.73,1
Furniture,572.16,3
Furniture,245.16,2
Office Supplies,57.06,6
Technology,183.96,5
Furniture,108.6,1
Technology,151.01892,1
Technology,142.68,3
Furniture,117.525,5
Office Supplies,289.8,3
Technology,136.59,1
Office Supplies,99.3,5
Technology,304.2,6
Technology,356.508,2
Technology,191.034,2
Technology,201.312,8
Technology,350.37784,2
Technology,115.02,1
Furniture,94.5,3
Office Supplies,143.475,5
Office Supplies,193.32,3
Office Supplies,221.92,4
Furniture,132.224,4
Furniture,232.2,6
Technology,244.728,4
Technology,117.03,2
Technology,224.82,2
Office Supplies,198.84,4
Technology,80.46,1
Furniture,127.28,2
Furniture,116.22,3
Office Supplies,151.56,3
